Unnamed: 0,temp,location,clouds,pressure,rain,time_stamp,humidity,wind,temp_category,weather_condition,wind_category
0,42.42,Back Bay,1.0,1012.14,0.1228,2018-12-16 23:45:01,0.77,11.25,Hot,Rainy,Windy
1,42.43,Beacon Hill,1.0,1012.15,0.1846,2018-12-16 23:45:01,0.76,11.32,Hot,Rainy,Windy
2,42.5,Boston University,1.0,1012.15,0.1089,2018-12-16 23:45:01,0.76,11.07,Hot,Rainy,Windy
3,42.11,Fenway,1.0,1012.13,0.0969,2018-12-16 23:45:01,0.77,11.09,Hot,Rainy,Windy
4,43.13,Financial District,1.0,1012.14,0.1786,2018-12-16 23:45:01,0.75,11.49,Hot,Rainy,Windy
5,42.34,Haymarket Square,1.0,1012.15,0.2068,2018-12-16 23:45:01,0.77,11.49,Hot,Rainy,Windy
6,42.36,North End,1.0,1012.15,0.2088,2018-12-16 23:45:01,0.77,11.46,Hot,Rainy,Windy
7,42.21,North Station,1.0,1012.16,0.2069,2018-12-16 23:45:01,0.77,11.37,Hot,Rainy,Windy
8,42.07,Northeastern University,1.0,1012.12,0.102,2018-12-16 23:45:01,0.78,11.28,Hot,Rainy,Windy
9,43.05,South Station,1.0,1012.12,0.1547,2018-12-16 23:45:01,0.75,11.58,Hot,Rainy,Windy
10,42.09,Theatre District,1.0,1012.13,0.1428,2018-12-16 23:45:01,0.78,11.41,Hot,Rainy,Windy
11,43.28,Back Bay,0.81,990.81,,2018-11-27 19:45:20,0.71,8.3,Hot,Clear,Calm
12,43.27,Beacon Hill,0.8,990.8,,2018-11-27 19:45:20,0.71,8.3,Hot,Clear,Calm
13,43.35,Boston University,0.82,990.82,,2018-11-27 19:45:20,0.71,8.24,Hot,Clear,Calm
14,43.07,Fenway,0.82,990.82,,2018-11-27 19:45:20,0.72,8.28,Hot,Clear,Calm
15,43.35,Financial District,0.8,990.8,,2018-11-27 19:45:20,0.71,8.35,Hot,Clear,Calm
16,43.2,Haymarket Square,0.8,990.79,,2018-11-27 19:45:20,0.71,8.31,Hot,Clear,Calm
17,43.24,North End,0.8,990.79,,2018-11-27 19:45:20,0.71,8.32,Hot,Clear,Calm
18,41.95,North Station,0.81,991.63,,2018-11-27 19:45:20,0.73,10.87,Hot,Clear,Windy
19,43.05,Northeastern University,0.81,990.82,,2018-11-27 19:45:20,0.72,8.31,Hot,Clear,Calm
20,43.31,South Station,0.8,990.8,0.0023,2018-11-27 19:45:20,0.71,8.36,Hot,Rainy,Calm
21,43.05,Theatre District,0.8,990.8,,2018-11-27 19:45:20,0.72,8.34,Hot,Clear,Calm
22,41.89,West End,0.81,991.64,,2018-11-27 19:45:20,0.74,10.88,Hot,Clear,Windy
23,43.92,North Station,1.0,1006.29,0.0409,2018-11-27 00:17:13,0.9,10.09,Hot,Rainy,Windy
24,43.87,Northeastern University,1.0,1006.24,0.0284,2018-11-27 00:17:13,0.91,9.74,Hot,Rainy,Calm
25,39.23,Back Bay,0.83,996.09,,2018-11-29 00:02:07,0.66,10.67,Hot,Clear,Windy
26,39.18,Beacon Hill,0.83,996.08,,2018-11-29 00:02:07,0.67,10.69,Hot,Clear,Windy
27,39.23,Boston University,0.83,996.11,,2018-11-29 00:02:07,0.66,10.53,Hot,Clear,Windy
28,39.1,Fenway,0.83,996.11,,2018-11-29 00:02:07,0.67,10.59,Hot,Clear,Windy
29,39.56,Financial District,0.83,996.07,,2018-11-29 00:02:07,0.66,10.79,Hot,Clear,Windy
30,39.18,Haymarket Square,0.83,996.07,,2018-11-29 00:02:07,0.66,10.73,Hot,Clear,Windy
31,39.21,North End,0.82,996.07,,2018-11-29 00:02:07,0.66,10.75,Hot,Clear,Windy
32,39.1,Northeastern University,0.83,996.1,,2018-11-29 00:02:07,0.67,10.66,Hot,Clear,Windy
33,39.54,South Station,0.83,996.08,,2018-11-29 00:02:07,0.66,10.8,Hot,Clear,Windy
34,39.1,Theatre District,0.83,996.08,,2018-11-29 00:02:07,0.67,10.75,Hot,Clear,Windy
35,39.1,West End,0.83,996.07,,2018-11-29 00:02:07,0.67,10.69,Hot,Clear,Windy
36,27.27,Back Bay,0.15,1033.4,,2018-12-14 11:45:01,0.8,2.96,Hot,Clear,Calm
37,27.27,Beacon Hill,0.15,1033.4,,2018-12-14 11:45:01,0.81,2.99,Hot,Clear,Calm
38,27.07,Boston University,0.15,1033.4,,2018-12-14 11:45:01,0.8,2.84,Hot,Clear,Calm
39,26.88,Fenway,0.15,1033.4,,2018-12-14 11:45:01,0.81,2.88,Hot,Clear,Calm
40,27.26,Financial District,0.15,1033.4,,2018-12-14 11:45:01,0.81,3.07,Hot,Clear,Calm
41,27.34,Haymarket Square,0.15,1033.4,,2018-12-14 11:45:01,0.81,3.04,Hot,Clear,Calm
42,27.43,North End,0.15,1033.4,,2018-12-14 11:45:01,0.81,3.05,Hot,Clear,Calm
43,27.22,North Station,0.15,1033.4,,2018-12-14 11:45:01,0.81,3.01,Hot,Clear,Calm
44,26.93,Northeastern University,0.16,1033.4,,2018-12-14 11:45:01,0.81,2.94,Hot,Clear,Calm
45,27.17,South Station,0.15,1033.4,,2018-12-14 11:45:01,0.81,3.07,Hot,Clear,Calm
46,27.03,Theatre District,0.15,1033.4,,2018-12-14 11:45:01,0.82,3.03,Hot,Clear,Calm
47,45.49,Back Bay,1.0,1012.46,,2018-11-26 17:35:10,0.86,6.47,Hot,Clear,Calm
48,45.42,Beacon Hill,1.0,1012.47,,2018-11-26 17:35:10,0.86,6.48,Hot,Clear,Calm
49,45.55,Boston University,1.0,1012.46,,2018-11-26 17:35:10,0.85,6.43,Hot,Clear,Calm
50,45.64,Fenway,1.0,1012.46,,2018-11-26 17:35:10,0.85,6.44,Hot,Clear,Calm
51,45.54,Financial District,1.0,1012.47,,2018-11-26 17:35:10,0.85,6.5,Hot,Clear,Calm
52,45.42,Haymarket Square,1.0,1012.47,,2018-11-26 17:35:10,0.86,6.5,Hot,Clear,Calm
53,45.43,North End,1.0,1012.47,,2018-11-26 17:35:10,0.86,6.51,Hot,Clear,Calm
54,45.47,North Station,1.0,1012.47,,2018-11-26 17:35:10,0.86,6.5,Hot,Clear,Calm
55,45.69,Northeastern University,1.0,1012.46,,2018-11-26 17:35:10,0.85,6.46,Hot,Clear,Calm
56,45.61,South Station,1.0,1012.47,,2018-11-26 17:35:10,0.85,6.5,Hot,Clear,Calm
57,45.55,Theatre District,1.0,1012.47,,2018-11-26 17:35:10,0.85,6.49,Hot,Clear,Calm
58,45.46,West End,1.0,1012.47,,2018-11-26 17:35:10,0.86,6.49,Hot,Clear,Calm
59,45.52,South Station,0.89,1000.08,,2018-12-03 09:52:59,0.95,1.39,Hot,Clear,Calm
60,45.98,Back Bay,0.99,1021.67,,2018-12-15 10:45:01,0.9,5.58,Hot,Clear,Calm
61,45.98,Beacon Hill,0.99,1021.65,,2018-12-15 10:45:01,0.9,5.64,Hot,Clear,Calm
62,46.11,Boston University,0.99,1021.67,,2018-12-15 10:45:01,0.89,5.51,Hot,Clear,Calm
63,46.83,Financial District,0.99,1021.65,,2018-12-15 10:45:01,0.87,5.68,Hot,Clear,Calm
64,45.94,Haymarket Square,0.99,1021.65,,2018-12-15 10:45:01,0.9,5.69,Hot,Clear,Calm
65,45.97,North End,0.99,1021.64,,2018-12-15 10:45:01,0.9,5.7,Hot,Clear,Calm
66,45.86,North Station,0.99,1021.64,,2018-12-15 10:45:01,0.9,5.68,Hot,Clear,Calm
67,45.65,Northeastern University,0.99,1021.68,,2018-12-15 10:45:01,0.91,5.53,Hot,Clear,Calm
68,45.68,Theatre District,0.99,1021.66,,2018-12-15 10:45:01,0.91,5.64,Hot,Clear,Calm
69,45.78,West End,0.99,1021.65,,2018-12-15 10:45:01,0.91,5.66,Hot,Clear,Calm
70,44.34,Back Bay,0.19,1029.99,,2018-12-14 18:45:01,0.61,3.39,Hot,Clear,Calm
71,44.18,Beacon Hill,0.19,1029.99,,2018-12-14 18:45:01,0.61,3.39,Hot,Clear,Calm
72,44.25,Boston University,0.2,1029.98,,2018-12-14 18:45:01,0.61,3.38,Hot,Clear,Calm
73,44.53,Fenway,0.2,1029.98,,2018-12-14 18:45:01,0.61,3.38,Hot,Clear,Calm
74,44.55,Financial District,0.18,1030.0,,2018-12-14 18:45:01,0.6,3.4,Hot,Clear,Calm
75,44.37,Haymarket Square,0.19,1030.0,,2018-12-14 18:45:01,0.61,3.4,Hot,Clear,Calm
76,44.37,North End,0.18,1030.0,,2018-12-14 18:45:01,0.61,3.4,Hot,Clear,Calm
77,44.44,North Station,0.19,1029.99,,2018-12-14 18:45:01,0.61,3.39,Hot,Clear,Calm
78,44.47,Theatre District,0.19,1029.99,,2018-12-14 18:45:01,0.61,3.39,Hot,Clear,Calm
79,44.41,West End,0.19,1029.99,,2018-12-14 18:45:01,0.61,3.39,Hot,Clear,Calm
80,40.01,Back Bay,0.95,1000.9,,2018-12-17 17:45:01,0.81,6.46,Hot,Clear,Calm
81,39.78,Beacon Hill,0.95,1000.89,,2018-12-17 17:45:01,0.81,6.44,Hot,Clear,Calm
82,40.15,Boston University,0.94,1000.91,,2018-12-17 17:45:01,0.8,6.44,Hot,Clear,Calm
83,40.27,Fenway,0.94,1000.91,,2018-12-17 17:45:01,0.8,6.47,Hot,Clear,Calm
84,39.89,Financial District,0.96,1000.89,,2018-12-17 17:45:01,0.81,6.46,Hot,Clear,Calm
85,39.85,Haymarket Square,0.95,1000.89,,2018-12-17 17:45:01,0.81,6.43,Hot,Clear,Calm
86,39.82,North End,0.96,1000.89,,2018-12-17 17:45:01,0.81,6.43,Hot,Clear,Calm
87,39.92,North Station,0.95,1000.89,,2018-12-17 17:45:01,0.81,6.42,Hot,Clear,Calm
88,40.17,Northeastern University,0.94,1000.91,,2018-12-17 17:45:01,0.8,6.49,Hot,Clear,Calm
89,39.9,South Station,0.95,1000.9,,2018-12-17 17:45:01,0.81,6.47,Hot,Clear,Calm
90,39.92,Theatre District,0.95,1000.9,,2018-12-17 17:45:01,0.81,6.46,Hot,Clear,Calm
91,39.56,West End,0.95,1000.87,,2018-12-17 17:45:01,0.81,6.49,Hot,Clear,Calm
92,38.59,Back Bay,0.75,996.83,,2018-11-29 00:39:28,0.69,11.01,Hot,Clear,Windy
93,38.55,Beacon Hill,0.75,996.82,,2018-11-29 00:39:28,0.69,11.05,Hot,Clear,Windy
94,38.62,Boston University,0.74,996.85,,2018-11-29 00:39:28,0.69,10.84,Hot,Clear,Windy
95,38.35,Fenway,0.75,996.86,,2018-11-29 00:39:28,0.7,10.9,Hot,Clear,Windy
96,38.0,Financial District,0.76,996.81,,2018-11-29 00:39:28,0.71,11.17,Hot,Clear,Windy
97,38.52,Haymarket Square,0.75,996.8,,2018-11-29 00:39:28,0.69,11.11,Hot,Clear,Windy
98,38.55,North End,0.75,996.8,,2018-11-29 00:39:28,0.69,11.13,Hot,Clear,Windy
99,38.44,North Station,0.75,996.8,,2018-11-29 00:39:28,0.69,11.07,Hot,Clear,Windy
100,38.32,Northeastern University,0.75,996.85,,2018-11-29 00:39:28,0.7,10.99,Hot,Clear,Windy
101,37.94,South Station,0.76,996.81,,2018-11-29 00:39:28,0.71,11.19,Hot,Clear,Windy
102,38.35,Theatre District,0.76,996.82,,2018-11-29 00:39:28,0.7,11.12,Hot,Clear,Windy
103,38.39,West End,0.75,996.81,,2018-11-29 00:39:28,0.69,11.06,Hot,Clear,Windy
104,36.33,Beacon Hill,0.29,1001.77,,2018-12-18 02:45:02,0.69,10.03,Hot,Clear,Windy
105,37.0,Financial District,0.29,1001.76,,2018-12-18 02:45:02,0.67,10.1,Hot,Clear,Windy
106,36.16,West End,0.29,1001.85,,2018-12-18 02:45:02,0.7,10.01,Hot,Clear,Windy
107,36.78,Back Bay,0.42,1023.64,,2018-12-01 23:52:54,0.76,2.47,Hot,Clear,Calm
108,36.74,Boston University,0.44,1023.65,,2018-12-01 23:52:54,0.76,2.43,Hot,Clear,Calm
109,36.65,Fenway,0.44,1023.64,,2018-12-01 23:52:54,0.76,2.43,Hot,Clear,Calm
110,35.54,Financial District,0.4,1023.64,,2018-12-01 23:52:54,0.8,2.52,Hot,Clear,Calm
111,36.78,Haymarket Square,0.4,1023.64,,2018-12-01 23:52:54,0.76,2.52,Hot,Clear,Calm
112,36.82,North End,0.4,1023.64,,2018-12-01 23:52:54,0.76,2.53,Hot,Clear,Calm
113,36.74,North Station,0.4,1023.64,,2018-12-01 23:52:54,0.76,2.51,Hot,Clear,Calm
114,36.68,Northeastern University,0.43,1023.64,,2018-12-01 23:52:54,0.76,2.45,Hot,Clear,Calm
115,36.69,Theatre District,0.41,1023.64,,2018-12-01 23:52:54,0.76,2.5,Hot,Clear,Calm
116,33.71,Back Bay,0.12,991.21,,2018-11-28 09:49:16,0.82,5.36,Hot,Clear,Calm
117,33.67,Beacon Hill,0.12,991.2,,2018-11-28 09:49:16,0.82,5.37,Hot,Clear,Calm
118,33.79,Boston University,0.13,991.22,,2018-11-28 09:49:16,0.82,5.29,Hot,Clear,Calm
119,33.48,Fenway,0.13,991.22,,2018-11-28 09:49:16,0.83,5.33,Hot,Clear,Calm
120,33.76,Financial District,0.12,991.2,,2018-11-28 09:49:16,0.82,5.42,Hot,Clear,Calm
121,33.51,Haymarket Square,0.12,991.2,,2018-11-28 09:49:16,0.83,5.39,Hot,Clear,Calm
122,33.54,North End,0.12,991.2,,2018-11-28 09:49:16,0.83,5.4,Hot,Clear,Calm
123,33.46,North Station,0.12,991.2,,2018-11-28 09:49:16,0.83,5.37,Hot,Clear,Calm
124,33.4,Northeastern University,0.13,991.22,,2018-11-28 09:49:16,0.83,5.37,Hot,Clear,Calm
125,33.76,South Station,0.12,991.21,,2018-11-28 09:49:16,0.82,5.43,Hot,Clear,Calm
126,33.38,Theatre District,0.12,991.21,,2018-11-28 09:49:16,0.83,5.41,Hot,Clear,Calm
127,33.41,West End,0.12,991.2,,2018-11-28 09:49:16,0.83,5.37,Hot,Clear,Calm
128,51.7,Beacon Hill,0.9,1021.3,,2018-12-15 18:45:02,0.73,5.55,Hot,Clear,Calm
129,51.99,Fenway,0.92,1021.29,,2018-12-15 18:45:02,0.73,5.41,Hot,Clear,Calm
130,52.14,Financial District,0.9,1021.3,,2018-12-15 18:45:02,0.72,5.6,Hot,Clear,Calm
131,52.17,South Station,0.9,1021.29,,2018-12-15 18:45:02,0.72,5.6,Hot,Clear,Calm
132,51.97,Theatre District,0.91,1021.29,,2018-12-15 18:45:02,0.73,5.56,Hot,Clear,Calm
133,51.94,West End,0.9,1021.31,,2018-12-15 18:45:02,0.73,5.57,Hot,Clear,Calm
134,25.4,Back Bay,0.76,1006.33,,2018-12-18 10:45:01,0.52,17.96,Hot,Clear,Windy
135,25.7,Beacon Hill,0.8,1006.69,,2018-12-18 10:45:01,0.53,17.88,Hot,Clear,Windy
136,25.5,Boston University,0.79,1006.25,,2018-12-18 10:45:01,0.52,17.81,Hot,Clear,Windy
137,25.74,Financial District,0.77,1006.3,,2018-12-18 10:45:01,0.52,18.11,Hot,Clear,Windy
138,25.37,Haymarket Square,0.77,1006.3,,2018-12-18 10:45:01,0.53,18.16,Hot,Clear,Windy
139,25.42,North End,0.77,1006.29,,2018-12-18 10:45:01,0.53,18.18,Hot,Clear,Windy
140,25.4,North Station,0.8,1006.2,,2018-12-18 10:45:01,0.53,18.09,Hot,Clear,Windy
141,24.36,Northeastern University,0.69,1006.3,,2018-12-18 10:45:01,0.54,17.84,Moderate,Clear,Windy
142,25.67,South Station,0.77,1006.3,,2018-12-18 10:45:01,0.52,18.08,Hot,Clear,Windy
143,25.13,Theatre District,0.77,1006.31,,2018-12-18 10:45:01,0.53,18.04,Hot,Clear,Windy
144,25.18,West End,0.77,1006.31,,2018-12-18 10:45:01,0.53,18.12,Hot,Clear,Windy
145,28.83,Back Bay,0.27,1021.48,,2018-12-10 02:40:57,0.6,5.11,Hot,Clear,Calm
146,28.81,Beacon Hill,0.27,1021.48,,2018-12-10 02:40:57,0.6,5.16,Hot,Clear,Calm
147,28.84,Boston University,0.27,1021.48,,2018-12-10 02:40:57,0.6,5.02,Hot,Clear,Calm
148,28.66,Fenway,0.27,1021.48,,2018-12-10 02:40:57,0.6,5.03,Hot,Clear,Calm
149,28.81,Financial District,0.28,1021.48,,2018-12-10 02:40:57,0.6,5.21,Hot,Clear,Calm
150,28.82,Haymarket Square,0.28,1021.47,,2018-12-10 02:40:57,0.6,5.22,Hot,Clear,Calm
151,28.86,North End,0.28,1021.47,,2018-12-10 02:40:57,0.6,5.24,Hot,Clear,Calm
152,28.78,North Station,0.28,1021.47,,2018-12-10 02:40:57,0.6,5.2,Hot,Clear,Calm
153,28.71,Northeastern University,0.27,1021.48,,2018-12-10 02:40:57,0.6,5.06,Hot,Clear,Calm
154,28.83,South Station,0.28,1021.48,,2018-12-10 02:40:57,0.6,5.2,Hot,Clear,Calm
155,28.76,Theatre District,0.28,1021.48,,2018-12-10 02:40:57,0.6,5.17,Hot,Clear,Calm
156,28.72,West End,0.28,1021.47,,2018-12-10 02:40:57,0.6,5.19,Hot,Clear,Calm
157,42.89,Boston University,0.98,1024.62,,2018-12-15 03:45:02,0.88,5.93,Hot,Clear,Calm
158,42.66,West End,0.98,1024.61,,2018-12-15 03:45:02,0.89,6.03,Hot,Clear,Calm
159,40.65,Back Bay,0.93,1013.76,,2018-11-26 05:13:03,0.92,3.01,Hot,Clear,Calm
160,40.69,North End,0.93,1013.77,,2018-11-26 05:13:03,0.92,3.02,Hot,Clear,Calm
161,40.46,Northeastern University,0.92,1013.75,,2018-11-26 05:13:03,0.93,3.06,Hot,Clear,Calm
162,40.52,Theatre District,0.93,1013.76,,2018-11-26 05:13:03,0.93,3.1,Hot,Clear,Calm
163,40.42,Beacon Hill,0.92,1013.8,,2018-11-26 05:28:03,0.93,2.69,Hot,Clear,Calm
164,40.45,North End,0.92,1013.8,,2018-11-26 05:28:03,0.93,2.71,Hot,Clear,Calm
165,40.35,North Station,0.92,1013.8,,2018-11-26 05:28:03,0.93,2.66,Hot,Clear,Calm
166,40.16,Northeastern University,0.91,1013.79,,2018-11-26 05:28:03,0.94,2.75,Hot,Clear,Calm
167,42.47,Back Bay,0.58,1007.66,,2018-11-29 19:52:54,0.54,10.66,Hot,Clear,Windy
168,42.46,Beacon Hill,0.58,1007.66,,2018-11-29 19:52:54,0.54,10.74,Hot,Clear,Windy
169,42.65,Boston University,0.59,1007.67,,2018-11-29 19:52:54,0.54,10.55,Hot,Clear,Windy
170,42.32,Fenway,0.58,1007.67,,2018-11-29 19:52:54,0.55,10.54,Hot,Clear,Windy
171,42.66,Financial District,0.58,1007.66,,2018-11-29 19:52:54,0.54,10.8,Hot,Clear,Windy
172,42.44,Haymarket Square,0.58,1007.66,,2018-11-29 19:52:54,0.54,10.81,Hot,Clear,Windy
173,42.48,North End,0.58,1007.66,,2018-11-29 19:52:54,0.54,10.84,Hot,Clear,Windy
174,42.4,North Station,0.58,1007.66,,2018-11-29 19:52:54,0.54,10.8,Hot,Clear,Windy
175,42.31,Northeastern University,0.58,1007.67,,2018-11-29 19:52:54,0.55,10.59,Hot,Clear,Windy
176,42.64,South Station,0.58,1007.66,,2018-11-29 19:52:54,0.54,10.79,Hot,Clear,Windy
177,42.33,Theatre District,0.58,1007.66,,2018-11-29 19:52:54,0.55,10.74,Hot,Clear,Windy
178,42.35,West End,0.58,1007.66,,2018-11-29 19:52:54,0.55,10.77,Hot,Clear,Windy
179,32.33,Back Bay,0.7,1033.66,,2018-12-13 18:45:01,0.56,2.34,Hot,Clear,Calm
180,32.24,Beacon Hill,0.7,1033.66,,2018-12-13 18:45:01,0.56,2.36,Hot,Clear,Calm
181,32.31,Fenway,0.7,1033.65,,2018-12-13 18:45:01,0.56,2.31,Hot,Clear,Calm
182,32.28,Haymarket Square,0.69,1033.67,,2018-12-13 18:45:01,0.56,2.38,Hot,Clear,Calm
183,32.31,North End,0.69,1033.67,,2018-12-13 18:45:01,0.56,2.38,Hot,Clear,Calm
184,32.28,North Station,0.69,1033.67,,2018-12-13 18:45:01,0.56,2.36,Hot,Clear,Calm
185,40.65,Boston University,0.94,1013.75,,2018-11-26 04:55:41,0.92,2.67,Hot,Clear,Calm
186,40.54,Fenway,0.94,1013.75,,2018-11-26 04:55:41,0.92,2.78,Hot,Clear,Calm
187,40.65,South Station,0.94,1013.76,,2018-11-26 04:55:41,0.92,2.97,Hot,Clear,Calm
188,40.6,Theatre District,0.94,1013.76,,2018-11-26 04:55:41,0.92,2.91,Hot,Clear,Calm
189,45.27,Beacon Hill,1.0,989.02,,2018-11-27 12:15:21,0.93,1.56,Hot,Clear,Calm
190,30.02,Fenway,1.0,1003.18,,2018-12-18 07:45:02,0.58,12.97,Hot,Clear,Windy
191,29.93,West End,1.0,1003.15,,2018-12-18 07:45:02,0.59,13.08,Hot,Clear,Windy
192,30.1,Back Bay,1.0,1003.16,,2018-12-18 07:45:01,0.58,13.04,Hot,Clear,Windy
193,30.01,Beacon Hill,1.0,1003.16,,2018-12-18 07:45:01,0.59,13.07,Hot,Clear,Windy
194,30.09,Boston University,1.0,1003.18,,2018-12-18 07:45:01,0.58,12.92,Hot,Clear,Windy
195,30.16,Financial District,1.0,1003.15,,2018-12-18 07:45:01,0.58,13.16,Hot,Clear,Windy
196,30.03,Haymarket Square,1.0,1003.15,,2018-12-18 07:45:01,0.59,13.12,Hot,Clear,Windy
197,30.07,North End,1.0,1003.15,,2018-12-18 07:45:01,0.58,13.14,Hot,Clear,Windy
198,30.0,North Station,1.0,1003.15,,2018-12-18 07:45:01,0.59,13.09,Hot,Clear,Windy
199,29.99,Northeastern University,1.0,1003.17,,2018-12-18 07:45:01,0.59,13.03,Hot,Clear,Windy
200,30.14,South Station,1.0,1003.15,,2018-12-18 07:45:01,0.58,13.17,Hot,Clear,Windy
201,29.94,Theatre District,1.0,1003.15,,2018-12-18 07:45:01,0.59,13.12,Hot,Clear,Windy
202,40.59,North Station,0.93,1013.77,,2018-11-26 05:13:58,0.92,2.95,Hot,Clear,Calm
203,40.46,Northeastern University,0.92,1013.75,,2018-11-26 05:13:58,0.93,3.06,Hot,Clear,Calm
204,33.4,Back Bay,0.14,991.21,,2018-11-28 10:06:24,0.83,5.65,Hot,Clear,Calm
205,33.37,Beacon Hill,0.14,991.2,,2018-11-28 10:06:24,0.83,5.65,Hot,Clear,Calm
206,33.52,Boston University,0.14,991.21,,2018-11-28 10:06:24,0.83,5.57,Hot,Clear,Calm
207,33.15,Fenway,0.14,991.22,,2018-11-28 10:06:24,0.84,5.61,Hot,Clear,Calm
208,33.58,Financial District,0.14,991.2,,2018-11-28 10:06:24,0.82,5.71,Hot,Clear,Calm
209,33.18,Haymarket Square,0.14,991.19,,2018-11-28 10:06:24,0.84,5.68,Hot,Clear,Calm
210,33.21,North End,0.14,991.19,,2018-11-28 10:06:24,0.84,5.69,Hot,Clear,Calm
211,33.13,North Station,0.14,991.19,,2018-11-28 10:06:24,0.84,5.66,Hot,Clear,Calm
212,33.05,Northeastern University,0.14,991.22,,2018-11-28 10:06:24,0.84,5.65,Hot,Clear,Calm
213,33.58,South Station,0.14,991.2,,2018-11-28 10:06:24,0.82,5.72,Hot,Clear,Calm
214,33.04,Theatre District,0.14,991.2,,2018-11-28 10:06:24,0.84,5.69,Hot,Clear,Calm
215,33.07,West End,0.14,991.19,,2018-11-28 10:06:24,0.84,5.66,Hot,Clear,Calm
216,46.71,Back Bay,0.91,1022.17,,2018-12-15 14:45:01,0.89,3.93,Hot,Clear,Calm
217,46.62,Beacon Hill,0.91,1022.17,,2018-12-15 14:45:01,0.89,3.96,Hot,Clear,Calm
218,46.4,Boston University,0.91,1022.17,,2018-12-15 14:45:01,0.9,3.98,Hot,Clear,Calm
219,46.86,Fenway,0.91,1022.16,,2018-12-15 14:45:01,0.89,3.93,Hot,Clear,Calm
220,46.84,Financial District,0.92,1022.16,,2018-12-15 14:45:01,0.89,3.92,Hot,Clear,Calm
221,46.85,Haymarket Square,0.91,1022.17,,2018-12-15 14:45:01,0.88,3.97,Hot,Clear,Calm
222,46.85,North End,0.92,1022.17,,2018-12-15 14:45:01,0.88,3.97,Hot,Clear,Calm
223,46.92,North Station,0.91,1022.17,,2018-12-15 14:45:01,0.88,3.99,Hot,Clear,Calm
224,46.88,Northeastern University,0.92,1022.16,,2018-12-15 14:45:01,0.89,3.89,Hot,Clear,Calm
225,46.85,South Station,0.92,1022.16,,2018-12-15 14:45:01,0.89,3.89,Hot,Clear,Calm
226,46.87,Theatre District,0.92,1022.16,,2018-12-15 14:45:01,0.89,3.91,Hot,Clear,Calm
227,46.88,West End,0.91,1022.17,,2018-12-15 14:45:01,0.88,3.98,Hot,Clear,Calm
228,41.98,Fenway,0.88,1021.54,,2018-12-16 14:45:02,0.71,7.22,Hot,Clear,Calm
229,42.12,South Station,0.87,1021.56,,2018-12-16 14:45:02,0.71,7.42,Hot,Clear,Calm
230,41.96,West End,0.87,1021.58,,2018-12-16 14:45:02,0.71,7.29,Hot,Clear,Calm
231,35.65,Financial District,0.14,991.55,,2018-11-28 07:24:51,0.77,6.55,Hot,Clear,Calm
232,34.94,Haymarket Square,0.14,991.54,,2018-11-28 07:24:51,0.79,6.52,Hot,Clear,Calm
233,41.01,Back Bay,0.65,1023.18,,2018-12-01 20:52:54,0.63,1.79,Hot,Clear,Calm
234,40.96,Beacon Hill,0.64,1023.18,,2018-12-01 20:52:54,0.63,1.78,Hot,Clear,Calm
235,41.09,Boston University,0.65,1023.18,,2018-12-01 20:52:54,0.63,1.79,Hot,Clear,Calm
236,40.93,Fenway,0.65,1023.17,,2018-12-01 20:52:54,0.63,1.8,Hot,Clear,Calm
237,41.37,Financial District,0.64,1023.18,,2018-12-01 20:52:54,0.62,1.78,Hot,Clear,Calm
238,40.94,Haymarket Square,0.64,1023.18,,2018-12-01 20:52:54,0.63,1.77,Hot,Clear,Calm
239,40.96,North End,0.63,1023.18,,2018-12-01 20:52:54,0.63,1.77,Hot,Clear,Calm
240,40.92,North Station,0.63,1023.18,,2018-12-01 20:52:54,0.63,1.77,Hot,Clear,Calm
241,40.9,Northeastern University,0.66,1023.17,,2018-12-01 20:52:54,0.63,1.81,Hot,Clear,Calm
242,41.35,South Station,0.65,1023.18,,2018-12-01 20:52:54,0.62,1.79,Hot,Clear,Calm
243,40.87,Theatre District,0.65,1023.18,,2018-12-01 20:52:54,0.63,1.79,Hot,Clear,Calm
244,40.88,West End,0.64,1023.18,,2018-12-01 20:52:54,0.63,1.77,Hot,Clear,Calm
245,33.49,Back Bay,0.41,991.97,,2018-11-28 09:42:24,0.84,6.74,Hot,Clear,Calm
246,33.22,Fenway,0.41,991.99,,2018-11-28 09:42:24,0.84,6.69,Hot,Clear,Calm
247,33.29,Haymarket Square,0.4,991.95,,2018-11-28 09:42:24,0.84,6.79,Hot,Clear,Calm
248,33.09,Northeastern University,0.41,991.99,,2018-11-28 09:42:24,0.85,6.74,Hot,Clear,Calm
249,34.11,South Station,0.4,991.97,,2018-11-28 09:42:24,0.82,6.83,Hot,Clear,Calm
250,33.08,Theatre District,0.4,991.97,,2018-11-28 09:42:24,0.85,6.8,Hot,Clear,Calm
251,44.29,Back Bay,1.0,998.12,0.0113,2018-11-27 05:45:20,0.89,14.24,Hot,Rainy,Windy
252,44.28,Beacon Hill,1.0,998.13,0.011,2018-11-27 05:45:20,0.89,14.34,Hot,Rainy,Windy
253,44.37,Boston University,1.0,998.14,0.0073,2018-11-27 05:45:20,0.89,14.08,Hot,Rainy,Windy
254,44.03,Fenway,1.0,998.12,0.0107,2018-11-27 05:45:20,0.9,14.1,Hot,Rainy,Windy
255,43.3,Financial District,1.0,998.65,0.016,2018-11-27 05:45:20,0.9,10.17,Hot,Rainy,Windy
